name,lon,lat,category,road,suburb,city_district,town,city,state,postcode,country,operator,ref,public_transport,station,wheelchair,network
,101.5658574,3.2087962,taxi,Jalan Kuala Selangor-Kepong,,,Sungai Buloh,Shah Alam,Selangor,"47000",Malaysia,,,,,,
,101.5639771,3.208357,taxi,Jalan Kepong - Kuala Selangor,,,Sungai Buloh,Shah Alam,Selangor,"47000",Malaysia,,,,,,
,101.6809206,2.9030328,taxi,Lingkaran Gemilang 2,,,,Putrajaya,Putrajaya,"62100",Malaysia,,,,,,
Jeti Rebak,99.7181961,6.3394857,pier,Jalan Kuala Muda,,,,,Kedah,"07100",Malaysia,,,,,,
KLIA Terminal 1 (Main Building),101.7056607,2.7525893,station,KLIA Departure,,,,Sepang,Selangor,"64000",Malaysia,,,station,,yes,KLIA Aerotrain
KLIA Terminal 1 (Satellite Building),101.7128047,2.7474325,station,KLIA Departure,,,,Sepang,Selangor,"64000",Malaysia,,,station,,yes,KLIA Aerotrain
Terminal Bas dan Teksi Tun Sri Lanang,103.9021573,1.7292818,bus_station,Jalan Niaga 3,,,Kota Tinggi,,Johor,,Malaysia,,,station,,,
Kota Tinggi Taxi Station,103.9026045,1.7292859,taxi,Jalan Niaga,,,Kota Tinggi,,Johor,,Malaysia,,,,,,
Pulau Lang Tengah (Jeti D'Coconut Lagoon Resort),102.8998192,5.7889141,ferry_terminal,,,,,,,,Malaysia,,,,,,
Jeti Merang,102.9465391,5.5336944,ferry_terminal,Jalan Tengku Ampuan Intan Zaharah,,,Merang,,Terengganu,,Malaysia,,,station,,,
Taxi Mawar,103.6342508,1.5586414,taxi,Jalan Iman,,,,Iskandar Puteri,Johor,"81310",Malaysia,,,,,,
,115.2502547,5.2760447,taxi,Jalan Merdeka,,,,Bandar Victoria,Labuan,"87008",Malaysia,,,,,,
,115.4456152,4.9390175,ferry_terminal,Jalan Feri Kuala Lawas-Merapok,,,,,Sarawak,"98850",Malaysia,,,station,,,
,115.4462683,4.9405477,ferry_terminal,Jalan Merapok-Feri Kuala Lawas,,,,,Sarawak,,Malaysia,,,station,,,
Feri Seberang Kedai,115.0021165,4.7618687,ferry_terminal,Jalan Gadong-Pendam,,,,Limbang,Sarawak,"98708",Malaysia,,,station,,,
,103.1374064,5.3322527,taxi,Platform A,,,,Kuala Terengganu,Terengganu,"20100",Malaysia,,,,,,
,110.5017742,1.4596935,ferry_terminal,,,,,Kota Samarahan,Sarawak,,Malaysia,,,,,,
Bertam Baru,102.0456629,5.1434742,station,D233,,,,,Kelantan,,Malaysia,Keretapi Tanah Melayu,,station,,,KTM Intercity
Limau Kasturi,102.0694226,5.0794378,station,D237,,,,,Kelantan,,Malaysia,Keretapi Tanah Melayu,,station,,yes,KTM Intercity
Pangi,115.86617,5.1400224,station,,,,,,Sabah,,Malaysia,SSR,,station,train,yes,
,115.8811003,5.1918674,halt,,,,,,Sabah,,Malaysia,,,stop_position,,,
Beaufort,115.7446214,5.3438284,station,Jalan Tapak Stesen Kereta Api,Beaufort Jaya,,Beaufort,,Sabah,"89808",Malaysia,SSR,,station,train,yes,
Rayoh,115.8804979,5.2086633,station,,,,,,Sabah,,Malaysia,SSR,,station,train,yes,
Saliwangan,115.8029528,5.2737121,station,,,,,,Sabah,,Malaysia,SSR,,station,train,yes,
,101.7127175,3.1587619,subway_entrance,Persiaran Petronas,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"50088",Malaysia,,,,,no,
,101.7125072,3.1588091,subway_entrance,Persiaran Petronas,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"50088",Malaysia,,,,,no,
Padang Besar,100.3201982,6.6626841,station,Jejantas Pejalan Kaki KTM Padang Besar - Kompleks ICQS Padang Besar,,,Padang Besar,,Perlis,"02100",Malaysia,KTM,,station,train,,"KTM Intercity;KTM ETS"
Firefly tour boat jetty,100.4763304,5.1638249,ferry_terminal,Jalan Pasar Lama,,,Nibong Tebal,,Pulau Pinang,"14300",Malaysia,,,station,,,
Pelabuhan Kudat,116.8457363,6.8796603,ferry_terminal,Jalan Pasar,,,,Kudat,Sabah,"89058",Malaysia,,,station,,,
Tanah Rata Taxi Terminal,101.3791501,4.4705681,taxi,Jalan Tapah - Cameron Highlands,,,Brinchang,,Pahang,"39000",Malaysia,,,,,,
,99.7297444,6.2867103,taxi,Jalan Pantai Chenang,,,,,Kedah,"07100",Malaysia,,,,,,
,99.7238391,6.2958275,taxi,Jalan Pantai Chenang,,,,,Kedah,"07100",Malaysia,,,,,,
,99.7218455,6.2991484,taxi,Jalan Pantai Chenang,,,,,Kedah,"07100",Malaysia,,,,,,
,100.1954965,6.4393541,taxi,Jalan Penjara,,,,Kangar,Perlis,"01000",Malaysia,,,,,,
,118.3001453,5.511507,ferry_terminal,,,,,,Sabah,,Malaysia,,,,,,
Claremont Station,100.2726528,5.4188275,halt,Trail to Claremont Station,,,,George Town,Pulau Pinang,"11300",Malaysia,,,stop_position,,,
,100.2997883,5.4075934,taxi,Jalan Ayer Itam,Central George Town,,,George Town,Pulau Pinang,"11400",Malaysia,,,,,,
,101.626239,3.1539829,taxi,Jalan Burhanuddin Helmi,Taman Tun Dr Ismail,,,Kuala Lumpur,Kuala Lumpur,"60000",Malaysia,,,,,,
,101.6262087,3.1541718,taxi,Jalan Burhanuddin Helmi,Taman Tun Dr Ismail,,,Kuala Lumpur,Kuala Lumpur,"60000",Malaysia,,,,,,
Komersial Datuk Sulaiman,101.6293405,3.1502643,taxi,Jalan Datuk Sulaiman,Taman Tun Dr Ismail,,,Kuala Lumpur,Kuala Lumpur,"60000",Malaysia,"2",,,,,
,101.6292463,3.1452117,taxi,Jalan Datuk Sulaiman,Taman Tun Dr Ismail,,,Kuala Lumpur,Kuala Lumpur,"60000",Malaysia,,,,,,
Perumahan Abang HJ Openg,101.6299274,3.1419288,taxi,Jalan Datuk Sulaiman,Taman Tun Dr Ismail,,,Kuala Lumpur,Kuala Lumpur,"60000",Malaysia,,,,,,
,102.7724291,2.2346612,ferry_terminal,,,,,,Johor,"84710",Malaysia,,,station,,,
,111.3782856,2.5757719,ferry_terminal,,,,Daro,,Sarawak,,Malaysia,,,station,,,
,101.2528506,3.0173887,ferry_terminal,Jalan Merdeka,,,,Bandaraya Klang,Selangor,"42940",Malaysia,,,station,,,
,102.2301617,2.4664462,taxi,Lorong 1,,,Pulau Sebang,,Melaka,"73000",Malaysia,,,,,,
Perhentian Kereta Sewa Daerah Yan,100.4562429,5.8581103,taxi,K146,,,Guar Chempedak,,Kedah,"08800",Malaysia,,,,,,
Jeti Lumut,100.6327055,4.2372801,ferry_terminal,Jalan Sultan Yussuf Izuddin,,,Lumut,,Perak,"32200",Malaysia,,,station,,,
Jeti Awam Damar Laut,100.6304728,4.2437026,ferry_terminal,Jalan Damar Laut,,,Lumut,,Perak,"32200",Malaysia,,,station,,,
Sarikei,111.5180619,2.1328394,ferry_terminal,Jalan Bank,,,,Sarikei,Sarawak,"96107",Malaysia,,,station,,,
Jeti Pangkalan Nelayan Sungai Haji Dorani,101.0208916,3.6391402,ferry_terminal,Jalan Lama Kuala Selangor,,,,,Selangor,"45300",Malaysia,,,station,,,
Jeti tambahan bot Kampong Nelayan Kayan,100.804243,4.0288728,ferry_terminal,,,,,,Perak,"32030",Malaysia,,,station,,,
Jeti Pangkalan Kampung Sungai Tinggi,100.6783333,4.5809119,ferry_terminal,A101,,,,,Perak,,Malaysia,,,station,,,
Jeti Pangkalan Nelayan Kampung Panchor,100.6531725,4.5255921,pier,Jalan Panchor - Damar Laut,,,,,Perak,,Malaysia,,,,,,
Jeti Pangkalan Nelayan Kampung Sungai Kelumbung,100.6684701,4.5677491,ferry_terminal,Jalan Matang Sepam,,,,,Perak,,Malaysia,,,station,,,
"Pengkalan Nelayan Sungai Gelam, Segari",100.586532,4.3776076,ferry_terminal,Jalan Panchor - Damar Laut,,,,,Perak,,Malaysia,,,station,,,
Jeti PPRT,100.6451457,4.5269705,ferry_terminal,A202,,,,,Perak,,Malaysia,,,,,,
Jeti Pangkalan Nelayan Kampung Sungai Kelumbung,100.6717122,4.561037,ferry_terminal,Jalan Matang Sepam,,,,,Perak,,Malaysia,,,,,,
Jeti Pangkalan Nelayan Permatang Laut,100.6634123,4.5560482,ferry_terminal,Jalan Matang Laut,,,,,Perak,,Malaysia,,,,,,
Jeti Pangkalan Nelayan Sungai Punggur,100.6863991,4.6923599,ferry_terminal,Jalan Pengkalan Sungai Punggur,,,,,Perak,"34800",Malaysia,,,,,,
Jeti Pangkalan Nelayan Sungai Tok Lin,100.6902966,4.6717018,ferry_terminal,Jalan Temerloh - Kuala Terong,,,,,Perak,"34800",Malaysia,,,station,,,
,100.4023845,5.3185314,ferry_terminal,Dataran Semilang,,,,Bukit Mertajam,Pulau Pinang,"14000",Malaysia,,,,,,
,117.1481074,5.6250073,ferry_terminal,,,,,,Sabah,,Malaysia,,,station,,,
,113.9872874,4.5784376,ferry_terminal,Lutong-Kuala Baram Ferrypoint,Kuala Baram,,,,Sarawak,,Malaysia,,,,,,
,113.9899879,4.5821994,ferry_terminal,Old Lutong-Kuala Baram Ferrypoint,Kuala Baram,,,,Sarawak,,Malaysia,,,station,,,
JB Sentral Bus Terminal,103.7648345,1.4632803,bus_station,Johor Bahru Sentral,,,,Johor Bahru,Johor,"80730",Malaysia,Land Transport Authority,"47711",station,,limited,Land Transport Authority
,101.7216509,3.2197982,subway_entrance,Persiaran Pertahanan,,,,Kuala Lumpur,Kuala Lumpur,"53100",Malaysia,,,,,,
,100.6931999,4.2156314,taxi,Jalan Lumut,,,,Sitiawan,Perak,"32000",Malaysia,,,,,,
Tasek Gelugor,100.4979104,5.4821265,station,Solok Sawi,,,Tasek Gelugor,,Pulau Pinang,"13300",Malaysia,KTM,,station,train,yes,"KTM Komuter';KTM ETS"
,102.8999965,3.4907397,ferry_terminal,Jalan Batu Balik,,,,,Pahang,,Malaysia,,,,,,
,102.8996083,3.4931908,ferry_terminal,C19,,,,,Pahang,,Malaysia,,,,,,
,110.6965568,1.4441358,ferry_terminal,Jalan Batang Lupar-Sadong,,,,,Sarawak,,Malaysia,,,,,,
Feri Batang Saribas,111.2718607,1.6174743,ferry_terminal,Jalan Maludam,,,Pusa,,Sarawak,,Malaysia,,,station,,,
NKS Bus Station,102.4027716,4.3812702,bus_station,FT1508,,,,,Pahang,,Malaysia,,,,,,
,110.6892604,1.4546458,ferry_terminal,Jambatan Batang Sadong,,,Asajaya,,Sarawak,,Malaysia,,,,,,
Letat Jaya Far Distance Bus Terminal,118.0841112,5.8645169,bus_station,Jalan Lintas Utara,Batu 3,,,Sandakan,Sabah,"90716",Malaysia,,,station,,,
,118.249878,4.68516,bus_station,Jalan Pejabat Pos,,,Kunak,,Sabah,"91207",Malaysia,,,station,,,
KA12 Batang Kali,101.6377216,3.4685255,station,Jalan Jati Utama 2,,,Batang Kali,,Selangor,"44300",Malaysia,KTM,KA12,station,train,yes,
Stesen Bas Ekspres Raub,101.8557678,3.7963694,bus_station,Jalan Perdagangan 4,,,Raub,,Pahang,,Malaysia,"MARA Liner;Pahang Lin Siong;Sanwa Express;Central Pahang",,station,,no,
B,101.6141298,3.0222312,subway_entrance,Jalan Puteri 4/2,Bandar Puteri Puchong,,Puchong,Majlis Bandaraya Subang Jaya,Selangor,"47160",Malaysia,,,,,,
Teksi Sungai Rengit,104.2221375,1.3502514,taxi,Jalan Abu Bakar,,,Sungai Rengit,,Johor,"81620",Malaysia,,,,,,
Pa Dalih Airport,115.5564567,3.5586269,aerodrome,,,,Bario,,Sarawak,,Malaysia,,,,,,
,102.0918739,6.2329541,bus_station,Jalan MARA ke Pengkalan Polis Marin,,,,,Kelantan,"16080",Malaysia,,,station,,,
,102.1717037,6.1986855,bus_station,Jalan Hilir Pasar,,,Tumpat,,Kelantan,"16200",Malaysia,,,station,,,
,102.0919528,6.233155,taxi,Jalan MARA ke Pengkalan Polis Marin,,,,,Kelantan,"16080",Malaysia,,,,,,
,103.6569058,1.4811557,taxi,Jalan Indah 15/2,Bukit Indah,,,Iskandar Puteri,Johor,"81200",Malaysia,,,,,,
Old Pier - Not working,113.7574517,3.8029548,pier,Jalan Gua Besar,,,Batu Niah,,Sarawak,,Malaysia,,,,,,
Old Pier - Not working,113.7582859,3.8033509,pier,Jalan Gua Besar,,,Batu Niah,,Sarawak,,Malaysia,,,,,,
,113.7544706,3.8184011,pier,Jalan Gunung Subis,,,Batu Niah,,Sarawak,,Malaysia,,,,,,
,113.1576325,3.3485691,pier,Circular Trail,,,,,Sarawak,,Malaysia,,,,,,
West (inc Brunei & Sarawak),116.0746556,5.981126,bus_station,Jalan Tugu,,,,Kota Kinabalu,Sabah,"88675",Malaysia,,,station,,,
West Malaysia Bernam Field,101.3268947,3.7672425,aerodrome,Jalan Seri Keledang,,,,,Selangor,,Malaysia,Private,,,,,
Bus Station Sg Koyan,101.8001479,4.2191189,bus_station,"235",,,,,Pahang,"27650",Malaysia,,,station,,,
,113.0374666,3.1798976,taxi,Jalan Tun Ahmad Zaidi,,,,Bintulu,Sarawak,"97000",Malaysia,,,,,,
Jetty Airport Belaga,113.747371,2.6425487,pier,,,,,,Sarawak,,Malaysia,,,,,,
Kapit,112.9401148,2.0177703,ferry_terminal,Jalan Temenggong Koh Anak Jubang,,,,Kapit,Sarawak,"96800",Malaysia,,,station,,,
Boat To Sibu,112.9410838,2.0178545,pier,Jalan Penglima Balang,,,,Kapit,Sarawak,"96800",Malaysia,,,,,,
Kapit,112.941083,2.017862,ferry_terminal,Jalan Penglima Balang,,,,Kapit,Sarawak,"96800",Malaysia,,,station,,,
,112.9528463,2.0174311,pier,Jalan Mamora,,,,Kapit,Sarawak,"96800",Malaysia,,,,,,
Local Buses,111.8296549,2.2859885,bus_station,Jalan Khoo Peng Loong,,,,Sibu,Sarawak,"96000",Malaysia,,,station,,,
,113.4128018,3.1854189,ferry_terminal,,,,,,Sarawak,,Malaysia,,,,,,
,113.4118734,3.185329,ferry_terminal,,,,,,Sarawak,,Malaysia,,,,,,
,103.8151715,1.5011656,bus_station,Jalan Permas 10,Bandar Baru Permas Jaya,,Plentong,,Johor,"81750",Malaysia,,,station,,,
Long Iman Jetty,114.7944629,3.9966856,pier,,,,,,Sarawak,"98008",Malaysia,,,,,,
,110.3551301,1.5587292,pier,Jalan Chan Chin Ann,,,,Kuching,Sarawak,"93000",Malaysia,,,,,,
,110.3582833,1.5604517,pier,Jalan Sungai Padungan,,,,Kuching,Sarawak,"93000",Malaysia,,,,,,
Pangkalan Panjang,110.3424329,1.5608872,ferry_terminal,Lebuh Jawa,,,,Kuching,Sarawak,"93000",Malaysia,,,station,,,
Jetty Kampong Tanjung,110.3388608,1.5607683,ferry_terminal,Lorong Merdeka 11,Petra Jaya,,,Kuching,Sarawak,"93000",Malaysia,,,station,,,
,110.3442967,1.5628588,ferry_terminal,Lorong Merdeka 11,Petra Jaya,,,Kuching,Sarawak,"93000",Malaysia,,,station,,,
,102.7150695,5.8993797,ferry_terminal,Jungle trail,,,,,Terengganu,,Malaysia,,,station,,,
Stesen Teksi Bukit Kayu Hitam,100.4220094,6.5050123,taxi,"1",,,Bukit Kayu Hitam,,Kedah,"06050",Malaysia,,,,,,
,102.5521356,5.8295485,taxi,Jalan Seberang Jertih Ke Sempadan Kelantan,,,Kuala Besut,,Terengganu,"22300",Malaysia,,,,,,
,102.2442027,2.1911692,taxi,Jalan Kota Laksamana 1/1,,,,Bandaraya Melaka,Melaka,"75200",Malaysia,,,,,,
"Terminal Akasia Benta, Jalan Kampung Baru Benta",101.9662084,4.0174814,bus_station,C154,,,,,Pahang,"27300",Malaysia,Pahang Lin Siong,,station,,yes,
Long Distance Bus Terminal,111.8499139,2.3052948,bus_station,Jalan Diong Kik,,,,Sibu,Sarawak,"96000",Malaysia,,,station,,,
Kuching Sentral,110.3326374,1.481929,bus_station,Jalan Lapangan Terbang,,,Kota Sentosa,,Sarawak,"93250",Malaysia,,,station,,yes,
,99.7277337,6.2903208,taxi,Jalan Pantai Chenang,,,,,Kedah,"07100",Malaysia,,,,,,
,99.6621332,6.3858498,station,Langkawi Sky Bridge,,,,,Kedah,,Malaysia,,,,,,
A,101.699065,3.1391129,subway_entrance,Jalan Maharajalela,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"50118",Malaysia,,A,,,,
Hop On Hop Off Stop 18 Hardrock,100.2422765,5.4673701,bus_station,Jalan Batu Ferringgi,Mukim 17,,,George Town,Pulau Pinang,"11100",Malaysia,ELANG WAH,,station,,,
Tung Ma Bus Station,116.1507121,5.3330132,bus_station,Jalan Masjid,,,,Keningau,Sabah,"88900",Malaysia,,,station,,,
,116.1552073,5.3359843,bus_station,Lorong Andulag 1,Pekan Keningau,,,Keningau,Sabah,"88900",Malaysia,,,station,,,
Kuching City Center Bus Station (Saujana),110.3418663,1.558113,bus_station,Jalan Masjid,,,,Kuching,Sarawak,"93000",Malaysia,,,station,,,
Minivan to Ranau & Kinabalu NP (25RM),116.0762465,5.9805449,bus_station,Jalan Padang,,,,Kota Kinabalu,Sabah,"88675",Malaysia,,,station,,,
Kompleks Jeti Kuala Merlimau,102.4154878,2.1293768,pier,Jalan Pengkalan Samak,,,Merlimau,,Melaka,,Malaysia,,,,,,
Kompleks Jeti Kuala Sebatu,102.4639178,2.1122559,pier,Lorong Haji Ahmad Dahlan,,,,,Melaka,,Malaysia,,,,,,
Pengkalan Nelayan Kampung Kesang,102.4896188,2.1023609,pier,Jalan Pengkalan Kesang,,,,,Johor,,Malaysia,,,,,,
Pengkalan Nelayan Parit Karang Laut,102.5240986,2.0788268,pier,Parit Karang,,,,,Johor,,Malaysia,,,,,,
Pusat Aktiviti Nelayan Pengkalan Pantai Siring,102.3626946,2.1394878,pier,Jalan Indah,,,,,Melaka,,Malaysia,,,,,,
Pengkalan Nelayan Sarang Buaya,102.7695558,1.8891248,pier,Jalan Muar,,,,,Johor,"83600",Malaysia,,,,,,
Perhentian Teksi Jerteh,102.4949975,5.7367718,taxi,Jalan Zainal Abidin,,,Jerteh,,Terengganu,"22000",Malaysia,,,,,,
stasyen kerata sewa,102.4080797,5.8360447,bus_station,Jalan Madrasah,,,Pasir Puteh,,Kelantan,"16800",Malaysia,,,station,,,
,103.685233,1.5025514,bus_station,Jalan Sri Perkasa 2/22,,,,Johor Bahru,Johor,"79150",Malaysia,,,station,,,
Tenom,115.9449681,5.1229143,station,Jalan Toh Puan Hajjah Kusnah,,,Tenom,,Sabah,"89900",Malaysia,SSR,,station,train,,
KA15 Tanjung Malim,101.5182472,3.6847662,station,Jalan Kampung Lambak,,,Tanjong Malim,,Perak,"35900",Malaysia,KTM,KA15,station,train,yes,
KB16 Rembau,102.0944333,2.5928981,station,Jalan Stesen,,,Rembau,,Negeri Sembilan,"71300",Malaysia,KTM,KB16,station,train,yes,
KB15 Sungai Gadut,101.996243,2.6604751,station,N5,Sungai Gadut,,,Seremban,Negeri Sembilan,"71450",Malaysia,KTM,KB15,station,train,yes,
Halogilat,115.8307646,5.2549261,station,,,,,,Sabah,,Malaysia,SSR,,station,,yes,
Pintu A | Kampung Selamat,101.578194,3.199222,subway_entrance,Jalan Sungai Buloh - Subang,,,,Shah Alam,Selangor,"47830",Malaysia,,A,,,yes,
Terminal Bas,112.0894606,2.8909085,bus_station,Q3024,,,,Mukah,Sarawak,"96400",Malaysia,,,station,,,
Aero Bus To KLIA,101.4439614,2.9936036,bus_station,Persiaran Batu Nilam 16,Bandar Bukit Tinggi,,,Bandaraya Klang,Selangor,"41200",Malaysia,,,station,,,
Sarikei Bus Terminal,111.5322758,2.1194912,bus_station,Jalan Tapah,,,,Sarikei,Sarawak,"96107",Malaysia,,,station,,,
,115.2406649,5.2815332,bus_station,Jalan Bunga Tanjungc,,,,Bandar Victoria,Labuan,"87009",Malaysia,,,station,,,
,100.2147067,5.4476528,taxi,Jalan Teluk Bahang,Teluk Bahang,,,George Town,Pulau Pinang,"11050",Malaysia,,,,,,
,102.4152373,3.4494222,taxi,Jalan Sudirman,,,,Temerloh,Pahang,"28000",Malaysia,,,,,,
Pekan Bus Station,103.3968452,3.4907516,bus_station,"3",Kampung Parit Tengah,,,Pekan,Pahang,"26600",Malaysia,,,station,,,
,101.3887913,4.4918463,taxi,Jalan Besar Cameron Highlands,,,Tanah Rata,,Pahang,"39100",Malaysia,,,,,,
"Taxi Service, One Stop Taxi Station",99.8507186,6.3213095,taxi,Jalan Pandak Mayah 5,,,Kuah,,Kedah,,Malaysia,,,,,,
Bus Station 3,103.6318119,1.5594401,bus_station,Jalan Iman,,,,Iskandar Puteri,Johor,"81310",Malaysia,,,station,,,
Bus Station 1,103.6292887,1.5601702,bus_station,Jalan Belian,,,,Iskandar Puteri,Johor,"81000",Malaysia,,,station,,limited,
Bus Station 4,103.632967,1.5594593,bus_station,Jalan Iman,,,,Iskandar Puteri,Johor,"81310",Malaysia,,,station,,,
Bus Station Jln Meranti,103.6308321,1.5587795,bus_station,Jalan Iman,,,,Iskandar Puteri,Johor,"81310",Malaysia,,,station,,,
Hentian Bas Kuala Rompin,103.4862412,2.800497,bus_station,Jalan Tuan Syed Othman,,,Kuala Rompin,,Pahang,,Malaysia,,,station,,,
,100.9318897,3.8720246,ferry_terminal,,,,Hutan Melintang,,Perak,"36400",Malaysia,,,,,,
Terminal Feri Antarabangsa Labuan,115.2413146,5.2774144,ferry_terminal,Jalan Merdeka,,,,Bandar Victoria,Labuan,"87009",Malaysia,,,station,,,
Jeti Terminal Ferry Kenderaan Labuan,115.2419478,5.276015,ferry_terminal,Jalan Merdeka,,,,Bandar Victoria,Labuan,"87009",Malaysia,,,station,,,
Taxi Boat,104.1556193,2.8501473,taxi,Air Batang,,,,Tioman,Pahang,,Malaysia,,,,,,
,111.8609989,1.1511906,pier,Jalan Utama Batang Ai,,,Lubok Antu,,Sarawak,,Malaysia,,,,,,
Hentian teksi,100.4869461,5.117615,taxi,Jalan Maharaja,Pekan Baru,,Mukim Parit Buntar,,Perak,"34200",Malaysia,,,,,,
Perhentian Bas dan Kereta Sewa Ulu Tiram,103.8225261,1.5978952,bus_station,Jalan Cempedak,,,Ulu Tiram,,Johor,"81800",Malaysia,,,station,,,
Taxi Boat,104.1514331,2.8596467,taxi,Air Batang,,,,Tioman,Pahang,,Malaysia,,,,,,
Port Dickson,101.7909945,2.5199831,ferry_terminal,Jalan Tanjung Kemuning,,,,Port Dickson,Negeri Sembilan,"71000",Malaysia,,,station,,,
,114.8894401,4.2185275,pier,Headhunter's Trail,,,,,Sarawak,,Malaysia,,,,,,
"Padang Merdeka Station: Ranau, Tambunan, Keningau, Kota, Kota Belud, Kota Marudu",116.0762117,5.9804404,bus_station,Jalan Padang,,,,Kota Kinabalu,Sabah,"88675",Malaysia,,,station,,,
"Pintu B | Velodrom KL, Jalan Cheras",101.7290571,3.1117149,subway_entrance,Jalan Cheras,Cheras,,,,Kuala Lumpur,"55300",Malaysia,,B,,,yes,
B,101.7327199,3.1046709,subway_entrance,Jalan Cheras,Cheras,,,,Kuala Lumpur,"56100",Malaysia,,B,,,yes,
Taxi stand,110.3523278,1.5578161,taxi,Jalan Tunku Abdul Rahman,,,,Kuching,Sarawak,"93000",Malaysia,,,,,,
,101.4315488,5.4272482,ferry_terminal,,,,,,Perak,,Malaysia,,,,,,
,101.3380676,5.5650794,ferry_terminal,Jalan Grik – Jeli (Lebuhraya Timur-Barat),,,,,Perak,,Malaysia,,,,,,
,117.8843827,4.2405428,ferry_terminal,Persiaran Traulsen,,,,Tawau,Sabah,"91007",Malaysia,,,station,,,
Tebedu Immigration Bus Station,110.3533067,0.9889229,bus_station,Jalan Serian-Tebedu,,,Tebedu,,Sarawak,,Malaysia,,,,,,
Serian,110.5665788,1.1660865,bus_station,Jalan Bandar Serian,,,,Serian,Sarawak,"94700",Malaysia,,,station,,,
,110.3414915,1.5623016,ferry_terminal,Lorong Merdeka 11,Petra Jaya,,,Kuching,Sarawak,"93000",Malaysia,,,station,,,
Lundu Bus Stand,109.853402,1.6710015,bus_station,Lorong Kampung Dagang 2,,,Lundu,,Sarawak,,Malaysia,,,,,,
Bus K21 to Kubah National Park,110.3420313,1.5580562,bus_station,Jalan Gartak,,,,Kuching,Sarawak,"93000",Malaysia,,,station,,,
,103.2082129,5.2041039,ferry_terminal,Jalan Tanah Lot Bandar Marang,,,Marang,,Terengganu,"21600",Malaysia,,,station,,,
,102.5581359,5.8313039,taxi,Lorong Tiga,,,Kuala Besut,,Terengganu,"22300",Malaysia,,,,,,
,101.7116492,3.1468377,subway_entrance,Jalan Sultan Ismail,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"55100",Malaysia,,D,,,yes,
,101.711102,3.1468966,subway_entrance,,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"50200",Malaysia,,F,,,,
,101.7105779,3.1460017,subway_entrance,Jalan Sultan Ismail,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"55100",Malaysia,,C,,,yes,
A,101.7269761,3.1253842,subway_entrance,Jalan Cheras,Cheras,,,Kuala Lumpur,Kuala Lumpur,"56100",Malaysia,,A,,,yes,
D,101.7277502,3.1242309,subway_entrance,Jalan Cheras,Cheras,,,Kuala Lumpur,Kuala Lumpur,"51500",Malaysia,,D,,,yes,
C,101.727334,3.1238622,subway_entrance,Jalan Cheras,Cheras,,,Kuala Lumpur,Kuala Lumpur,"56100",Malaysia,,C,,,,
B | Jalan Cheras,101.7269783,3.1245224,subway_entrance,Jalan Cheras,Cheras,,,Kuala Lumpur,Kuala Lumpur,"56100",Malaysia,,B,,,yes,
Minivans to Kiansom,116.1367904,5.9919706,bus_station,Jalan Kiansom,,,,,Sabah,"88450",Malaysia,,,station,,,
A,101.702138,3.142434,subway_entrance,Jalan Hang Jebat,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"50150",Malaysia,,A,,,yes,
B,101.7027996,3.1416851,subway_entrance,Jalan Hang Jebat,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"50150",Malaysia,,B,,,yes,
Pintu B | Jalan Sultan Mohamed,101.6955639,3.1421765,subway_entrance,Jalan Sultan Mohamed,,,,Kuala Lumpur,Kuala Lumpur,"50000",Malaysia,,B,,,,
Pintu A | Jalan Sultan / Jalan Panggong,101.6968069,3.1424829,subway_entrance,Jalan Sultan,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"50000",Malaysia,,A,,,yes,
B,101.6876932,3.1373932,subway_entrance,Old Malay Bridge,,,,Kuala Lumpur,Kuala Lumpur,"50566",Malaysia,,B,,,yes,
A,101.6877598,3.1369827,subway_entrance,Jalan Sultan Hishamuddin,,,,Kuala Lumpur,Kuala Lumpur,"50566",Malaysia,,A,,,yes,
A,101.7229314,3.1329233,subway_entrance,Jalan Cochrane,Maluri,,,Kuala Lumpur,Kuala Lumpur,"50988",Malaysia,,A,,,yes,
B,101.723198,3.1320204,subway_entrance,To Sunway Velocity,Cheras,,,Kuala Lumpur,Kuala Lumpur,"55100",Malaysia,,B,,,,
Pintu A | Jalan Delima,101.7197635,3.1431359,subway_entrance,MRT Plaza (TRX Link),Pudu,,,Kuala Lumpur,Kuala Lumpur,"55188",Malaysia,,A,,,yes,
Pintu B | Jalan Tun Razak,101.7200141,3.1425578,subway_entrance,Persiaran TRX Timur,Pudu,,,Kuala Lumpur,Kuala Lumpur,"55188",Malaysia,,B,,,yes,
Shared Taxis To Kota Kinabalu,116.8468719,6.8802876,bus_station,Jalan Loh Thein Ciok,,,,Kudat,Sabah,"89058",Malaysia,,,station,,,
,101.3930919,5.2358541,ferry_terminal,,,,,,Perak,,Malaysia,,,station,,,
